Identifiant de l'équipement,Equipement,Code thème,Thème,Code catégorie,Catégorie,Code type,Type,Statut,Commune,Adresse,Téléphone,Web,Code postal,latitude,longitude
3917,Terrain multi-sports Sébilleau,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue Docteur Jules Sébilleau,,,44200,47.2052549531,-1.53163552086
3935,Terrain multi-sports Ecole du Linot,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,43B Rue du Port des Charrettes,,,44300,47.2682287245,-1.52855517085
4179,Aire multisports,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Non renseigné,LES-SORINIERES,Rue de la Maillardière,,,44840,47.1574985345,-1.52301320548
4215,Salle de sport de la Belle Etoile,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,THOUARE-SUR-LOIRE,Avenue du Parc des Sports,,,44470,47.2609322827,-1.45322268694
4217,Salle Omnisport,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,THOUARE-SUR-LOIRE,Voie Non Dénommée 2041149,,,44470,47.2631952891,-1.45608305657
4226,Skatepark - Basse-Goulaine,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Public,BASSE-GOULAINE,Square de Theley,,,44115,47.2178756596,-1.4657354349
4233,Tir à l'Arc,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60118,Tir,Non renseigné,SAINT-JEAN-DE-BOISEAU,Chemin de la Coulée,,,44640,47.1862942731,-1.70998018058
4252,Terrain de Pétanque des Reigners,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,VERTOU,Rue des Reigniers,,,44120,47.1376168976,-1.46445035717
4253,Skatepark - Vertou,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,VERTOU,Rue des Reigniers,,,44120,47.1377400187,-1.4650612328
4260,Salle de Tennis Cassiopée,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,SAUTRON,Rue de la Forêt,,,44880,47.2666474813,-1.67923508705
4292,Piste de bicross,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60102,Bicross,Public,CARQUEFOU,Rue Victor Hugo,,,44470,47.2814486511,-1.48138211507
4297,Sport Nautique de l'Ouest,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Privé,CARQUEFOU,17 Chemin de Port Breton,,,44470,47.3014057422,-1.52641525537
4354,Skatepark - La Chapelle-sur-Erdre,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,LA-CHAPELLE-SUR-ERDRE,Avenue de Beauregard,,,44240,47.2960789947,-1.55578639329
4361,Plateau sportif Gesvres,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Boulevard du Gesvres,,,44240,47.2668362404,-1.551021204
4778,Terrains de Tennis,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,LA-MONTAGNE,Allée du Château d'Aux,,,44620,47.1829183348,-1.67626249085
4784,Plateau sportif de la Pelousière,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,ST-HERBLAIN,Rue du Docteur Alfred Corlay,,,44800,47.2075452012,-1.64630376428
48,Gymnase Chantenaysienne,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,,,,,44100,47.2069254464,-1.59051124165
4867,Plateau multi-sports Château-Nord,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Allée de Provence,,,44400,47.1853567944,-1.55836847557
4872,Piste de bicross,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60102,Bicross,Non renseigné,LA-MONTAGNE,Rue de la Gaudinière,,,44620,47.1835328578,-1.67779215612
4904,Dojo Jean-Claude Le Quintrec,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60106,Combats ? Arts martiaux,Non renseigné,COUERON,Boulevard Paul Langevin,,,44220,47.213669829,-1.72145170328
4908,Terrain multi-sports,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,,,,,44400,47.1804528281,-1.57055700271
4939,Plateau multi-sports Roger Salengro,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Rue Alexandre Huchon,,,44400,47.1840229056,-1.54886931148
4940,Plateau multi-sports Chêne-Creux,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Rue Jean-Baptiste et Henri Tendron,,,44400,47.1736333536,-1.54639171532
4953,Aire de jeux parc de la Sèvre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,VERTOU,Boulevard Guichet Sérex,,,44120,47.1663144969,-1.48027174807
5011,Plaine de Jeux Jean Jahan,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,507 Route de Saint Joseph,,,44300,47.271947572,-1.51779465883
5018,Skatepark des Dervallières,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Ville de Nantes,NANTES,Rue des Dervallières,,,44100,47.221063954,-1.57848327218
5042,Gymnases Nelson Mandela,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Région,NANTES,2 Boulevard Alexandre Millerand,,,44200,47.2088592667,-1.53173461999
5077,Piste d'athlétisme,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,COUERON,Boulevard Paul Langevin,,,44220,47.2143570697,-1.72005596102
5106,Aire de jeux de l'Acadie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Rue de l'Acadie,,,44230,47.1978937437,-1.49071458969
5140,Aire de Jeux Pierre Blanche,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,BOUGUENAIS,Rue de la Pierre Blanche,,,44340,47.1701506043,-1.62705440633
5160,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Jean François Champollion,,,44300,47.2409967512,-1.52190617518
5163,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Max Planck,,,44300,47.2377584006,-1.52111043407
5164,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Alfred Nobel,,,44300,47.2370310215,-1.51974006358
5166,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue du Croissant,,,44300,47.2352569855,-1.52358154554
5175,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Francisco Ferrer,,,44000,47.2214598723,-1.53314973064
5177,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de la Révolution des Oeillets,,,44000,47.2180086807,-1.51780522965
5200,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Passage Berthault,,,44000,47.2122131305,-1.54849169936
5205,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Faustin Hélie,,,44000,47.2182479886,-1.56333649612
5211,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de la Convention,,,44100,47.2102816352,-1.59048241723
5223,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue du Prinquiau,,,44100,47.2123317005,-1.58685178163
5238,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue des Primevères,,,44100,47.2280908479,-1.58549349231
5241,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue du Breil,,,44100,47.229536675,-1.58494970753
5244,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ORVAULT,Avenue de la Patouillerie,,,44700,47.2458807027,-1.57955057417
5248,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Avenue José Maria de Hérédia,,,44300,47.2458857662,-1.57487620074
5252,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Route de la Chapelle Sur Erdre,,,44300,47.2570824224,-1.57634195619
5254,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de Winnipeg,,,44300,47.2595970721,-1.57771072603
5269,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Allée Edouard et Raymond Hervé,,,44300,47.262492543,-1.51461599425
5291,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ORVAULT,Rue Alphonse Laveran,,,44700,47.2483464546,-1.59403253172
5295,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,REZE,Rue Raphaël Lancelot,,,44400,47.1928100815,-1.58584080377
5303,Aire de jeux des Mahaudières,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,REZE,Avenue Alexandre Plancher,,,44400,47.1880670784,-1.56111381062
5312,Aire de jeux du Jardin de Pontpierre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-HERBLAIN,Rue du Souvenir Français,,,44800,47.2115893393,-1.6363677663
694,Plaine de jeux La Halvêque,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,23 Rue Léon Serpollet,,,44300,47.2538634551,-1.51861362165
703,Plateau Sportif du Port Boyer,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,73 Rue du Port Boyer,,,44300,47.2396673828,-1.53833145058
85,Gymnase Gaston Serpette,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,51 Boulevard Gaston Serpette,,,44000,47.2272303201,-1.57598247463
850,Plaine de Jeux l'Eraudière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,,,,,44300,47.2479389859,-1.5353443556
856,Plaine de jeux Gaston Turpin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,,,,,44000,47.2243971833,-1.54071563342
86,Gymnase du Breil Malville,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,,,,,44100,47.2291425671,-1.58358466569
1073,Patinoire Olympique du Petit Port,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60111,Patinoire,Ville de Nantes,NANTES,Boulevard du Petit Port,,,44300,47.2427861001,-1.55555104021
110,Piscine Petit Port - Nantes,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60112,Piscine,Ville de Nantes,NANTES,Boulevard du Petit Port,,,44300,47.2428434212,-1.55446090454
1240,Gymnase RACC,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,NANTES,11 Rue de la Rivière,,,44300,47.2319442064,-1.50037476254
1503,Base Nautique Port Durand S.N.S.M.,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Privé,,,,,44300,47.2525033776,-1.53821897115
1559,Gymnase Amicale Don Bosco,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Privé,NANTES,Chemin de Bonneville,,,44300,47.2460838312,-1.53648615358
1836,Gymnase Bernardière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-HERBLAIN,Rue de Dijon,,,44800,47.2063233655,-1.61601638649
1840,Gymnase Sensive,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-HERBLAIN,21 Rue de Bordeaux,,,44800,47.2106536621,-1.61225062717
1847,Gymnase Changetterie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-HERBLAIN,15B Rue Théophile Guillou,,,44800,47.2151682761,-1.65111526712
2159,Circuits Rustiques d'Activites en Plein Air de l'Ile Forget,6,SPORT ET LOISIRS,602,Pratique libre,60203,Parcours sportif,Public,ST-SEBASTIEN,Boulevard des Pas Enchantés,,,44230,47.2112280752,-1.51241129341
2201,Salle du Fougan-de-Mer,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,BOUGUENAIS,Rue du Commandant Charcot,,,44340,47.1832239738,-1.578978006
2339,Parc d'Attractions des Naudières,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,SAUTRON,1 Route des Naudières,,,44880,47.2685404277,-1.69789919601
2411,Stade Julien Micheau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,BRAINS,Rue du Bois Joli,,,44830,47.172820251,-1.72552541317
2426,Club nautique de Port Jean,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60101,Base nautique,Public,CARQUEFOU,Route de Port Jean,,,44470,47.3031531078,-1.52400721759
2443,Stade Donatien et Suzanne Hauray,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,COUERON,Rue de la Frémondière,,,44220,47.2120419377,-1.7194611773
2465,Golf de l'Epinay,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60108,Golf,Privé,CARQUEFOU,Boulevard de l'Epinay,,,44470,47.2877803421,-1.48894816245
2493,Stade Municipal Le Pellerin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,LE-PELLERIN,Rue de la Jouardais,,,44640,47.1961777306,-1.76061424074
2514,Stade de rugby Robert Mesnard,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue de Beausoleil,,,44240,47.3036283751,-1.55960525968
2534,Complexe Sportif Les Genêts,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAINT-JEAN-DE-BOISEAU,Rue Pierre Mendès France,,,44640,47.1920821704,-1.72513264985
2562,Gymnase Marc Jaffret,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,,,,,44980,47.2489007478,-1.48292959478
2573,Stade Loreau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Privé,VERTOU,Route du Drouillet,,,44120,47.1591236341,-1.48558414703
2574,Gymnase Eric Tabarly,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAINTE-LUCE-SUR-LOIRE,53 Boulevard Louis Pasteur,,,44980,47.2585382485,-1.49047871293
2596,Complexe Sportif du Patisseau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,SAINTE-LUCE-SUR-LOIRE,31 Rue du Patisseau,,,44980,47.2453944636,-1.47940133223
2613,Centre Equestre de la Gascherie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Rue de l'Erdre,,,44240,47.2972906508,-1.53828370446
2643,Gymnase de Goulaine,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,BASSE-GOULAINE,Rue du Général Leclerc,,,44115,47.2179367342,-1.4639488791
2647,Stade de Rugby des Rouleaux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Public,BASSE-GOULAINE,Rue Simone De Beauvoir,,,44115,47.2028562347,-1.46796962676
2649,Complexe ancien stade Les Sorinières,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Non renseigné,,,,,44840,47.1460980878,-1.52204844557
2650,Club de musculation,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LE-PELLERIN,Voie Non Dénommée 1201796,,,44640,47.2069828301,-1.79331782962
2655,Piscine municipale Victor-Jara - Rezé,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60112,Piscine,Non renseigné,REZE,Avenue Léon Blum,,,44400,47.183020586,-1.56875729154
2669,Gymnase Jean-Pierre Morel,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,VERTOU,Allée de la Vigne de Pâques,,,44120,47.1649147441,-1.46711917665
2674,Stade Raymond Durand,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,VERTOU,Impasse du Stade Raymond Durand,,,44120,47.1828465548,-1.49911961286
3290,Espace Sport Canin Bouguenais,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Public,BOUGUENAIS,Rue des Drouards,,,44340,47.1602373865,-1.56997069053
3305,Salle des Bélians,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,BOUGUENAIS,Chemin des Bélians,,,44340,47.1729765484,-1.60547145933
3311,Gymnase de la Neustrie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,BOUGUENAIS,Chemin de la Neustrie,,,44340,47.1758823208,-1.59219907415
3361,Piste de Bi-cross Ile Forget,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60102,Bicross,Public,ST-SEBASTIEN,Boulevard des Pas Enchantés,,,44230,47.2093886576,-1.51694762586
3381,Gymnase La Herdrie,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,BASSE-GOULAINE,81 Rue de la Basse Lande,,,44115,47.1981369983,-1.45211641643
34,Gymnase Raphaël Lebel,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Ville de Nantes,NANTES,16 Boulevard Auguste Péneau,,,44300,47.2282590706,-1.51222501905
3412,Salle Léo Lagrange,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,COUERON,Rue de la Noë Allais,,,44220,47.2195633828,-1.68346553197
3414,Gymnase Paul Langevin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,COUERON,Boulevard Paul Langevin,,,44220,47.2140301457,-1.72127239634
3417,Piste Bicross Couëron,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60102,Bicross,Non renseigné,COUERON,Rue du Pont de Retz,,,44220,47.2123101854,-1.70294117981
3501,Complexe de loisirs Louis Barta,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Non renseigné,LES-SORINIERES,Rue de la Guindonnière,,,44840,47.1487382958,-1.51850629139
3529,Motocross Christian Bageot,6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Non renseigné,ST-HERBLAIN,Route Plessis Bouchet,,,44800,47.1980987653,-1.64003405071
3578,Salle de Tennis de Table du Haut Vigneau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,LES-SORINIERES,61 Rue de la Maillardière,,,44840,47.1596886294,-1.52154018627
3662,Terrain multi-sports Monteil,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,,,,,44000,47.2132011014,-1.54869427991
3798,Centre Equestre La Gourmette,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,SAUTRON,VM 81,,,44880,47.2775056937,-1.71206542614
3897,Skatepark des Courtils,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Ville de Nantes,NANTES,Rue des Courtils,,,44100,47.2006448293,-1.5926649877
3905,Stade Raymond Baumard - Centre Hebertiste,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Privé,NANTES,Rue des Bosquets,,,44100,47.2213069306,-1.58227742758
3911,Terrain multi-sports Noé Mitrie,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,5 Boulevard Ernest Dalby,,,44000,47.2277773262,-1.52661302244
3927,Plateau Sportif de la Géraudière,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,Rue des Renards,,,44300,47.2584810522,-1.5676747592
3942,Plaine de jeux de la Noë Lambert,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60117,Terrain de grands jeux,Ville de Nantes,NANTES,20 Rue de la Haute Mitrie,,,44300,47.230054738,-1.52586312998
4088,Aire de jeux des Renards,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Stéphane Leduc,,,44300,47.2566690128,-1.56261453321
4113,Stadium Métropolitain Pierre Quinon,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60113,Salle omnisports,Nantes Métropole,,,,,44300,47.2488734218,-1.55557683142
4161,Tennis,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,SAINT-LEGER-LES-VIGNES,Rue de la Rive,,,44710,47.1345345538,-1.73271135467
4172,Aire de jeux multisports Brains,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,BRAINS,Rond-Point de Bel Air,,,44830,47.1715714168,-1.71741349317
4193,Salle omnisport de Bellestre,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Non renseigné,BOUAYE,Rue du Stade,,,44830,47.1498408409,-1.69634342591
4224,Boulodrome,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Public,BASSE-GOULAINE,Rue de la Poste,,,44115,47.2166199326,-1.46807116541
4281,Tennis Country Club,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60116,Tennis,Non renseigné,COUERON,Voie Non Dénommée 0471861,,,44220,47.2445883423,-1.70438067366
4282,Centre équestre Poney-Club,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,COUERON,Route de Saint Etienne de Montluc,,,44220,47.2460107831,-1.70455122679
4363,Poney-club de Port-Barbe,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60105,Centre équestre,Non renseigné,LA-CHAPELLE-SUR-ERDRE,Route de la Jonelière,,,44240,47.2647855329,-1.54243681588
4396,Terrain Multisports,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,LE-PELLERIN,Rue de la Jouardais,,,44640,47.195804981,-1.75819683867
4398,Skatepark - Le Pellerin,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,LE-PELLERIN,Quai du Docteur Provost,,,44640,47.201945427,-1.75010863989
4519,Boulodrome du Tillay,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,,,,,44800,47.2313320131,-1.60556743077
4873,Terrain de pétanque,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60103,Boulodrome,Non renseigné,REZE,Place du Pays de Retz,,,44400,47.1846447563,-1.56287466226
4898,Stade Constant Pasquier,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60115,Stade,Non renseigné,ST-HERBLAIN,30 Rue Konrad Adenauer,,,44800,47.2051503692,-1.63246080663
4910,Gymnase Luc Abalo,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60109,Gymnase,Public,ST-SEBASTIEN,6 Rue Annie Hure,,,44230,47.2051903733,-1.49913446615
4934,Plateau multi-sports Ouche-Dinier,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Non renseigné,REZE,Rue du Parc Ferrand,,,44400,47.1759397703,-1.53770572592
4951,Skatepark Beautour,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Municipal,VERTOU,Boulevard Auguste Priou,,,44120,47.1806831055,-1.50650983862
4986,Chemin du château de la Tour,6,SPORT ET LOISIRS,602,Pratique libre,60203,Parcours sportif,Non renseigné,ORVAULT,Chemin de Gagné,,,44700,47.2806176306,-1.63060913613
5014,Terrain multi-sports du Drac,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue du Drac,,,44100,47.2039467028,-1.60498034396
5016,Terrain multi-sports le Menier,6,SPORT ET LOISIRS,602,Pratique libre,60201,Terrain multi-sports,Ville de Nantes,NANTES,Rue du Parc Menier,,,44100,47.2010709336,-1.61162835713
5026,Centre de loisirs du Petit Port,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60113,Salle omnisports,Non renseigné,,,,,44300,47.242475342,-1.55601077308
5103,Aire de jeux du Largeau,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Rue du Largeau,,,44230,47.1945344678,-1.50954710144
5109,Aire de jeux Jean Moulin,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,ST-SEBASTIEN,Rue Louis Pasteur,,,44230,47.2068373035,-1.48663044747
5122,Cyclo Club de Vertou (marche et cyclotourisme),6,SPORT ET LOISIRS,601,Salle et terrain de sport,,,Public,VERTOU,Rue des Camélias,,,44120,47.1742819237,-1.48382046463
5124,Skatepark du quai Doumergue,6,SPORT ET LOISIRS,602,Pratique libre,60202,Skatepark,Non renseigné,NANTES,Boulevard Gaston Doumergue,,,44200,47.2074023626,-1.54794294457
5145,Aire de jeux Hippolyte Derouet,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,LES-SORINIERES,Rue Hippolyte Derouet,,,44840,47.1473022593,-1.52451312187
5153,Aire de jeux des Prés,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,BRAINS,Espace des Prés,,,44830,47.1680182192,-1.72449412687
5156,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Mail Haroun Tazieff,,,44300,47.2395639459,-1.51014787723
5176,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Place de la Guiroué,,,44200,47.2084859601,-1.52752664963
5184,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Cours de la Prairie d'Amont,,,44200,47.212096033,-1.52069898867
5194,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Esplanade Edouard Glissant,,,44200,47.2045959325,-1.56627324925
5206,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Place de l'Edit de Nantes,,,44100,47.2143104431,-1.56756739863
5218,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue de l'Adour,,,44100,47.2065577501,-1.60858994434
5224,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Chemin de la Charrée,,,44100,47.2120773667,-1.59218969792
5243,Aire de jeux,6,SPORT ET LOISIRS,601,Salle et terrain de sport,60114,Site de loisirs,Non renseigné,NANTES,Rue Diane,,,44300,47.243852693,-1.5773677622
